funcid,dim,milestone,error
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
6,50,1,1.105499e+02
6,50,2,1.098115e+02
6,50,3,1.098115e+02
6,50,5,1.098115e+02
6,50,10,1.098115e+02
6,50,20,1.098115e+02
6,50,30,1.098115e+02
6,50,40,1.098115e+02
6,50,50,1.098115e+02
6,50,60,1.098115e+02
6,50,70,1.098115e+02
6,50,80,1.098115e+02
6,50,90,1.098115e+02
6,50,100,1.098115e+02
